location_name,cause_name,measure,number_change_1990_2019,age_structure_contribution,age_structure_contribution_Q1,age_structure_contribution_Q3,population_size_contribution,population_size_contribution_Q1,population_size_contribution_Q3,all_other_reasons_contribution,all_other_reasons_contribution_Q1,all_other_reasons_contribution_Q3,number_attributed_to_age_structure,number_attributed_to_age_structure_Q1,number_attributed_to_age_structure_Q3,number_attributed_to_population_size,number_attributed_to_population_size_Q1,number_attributed_to_population_size_Q3,number_attributed_to_all_other_reasons,number_attributed_to_all_other_reasons_Q1,number_attributed_to_all_other_reasons_Q3
Eswatini,Diabetes and kidney diseases,YLDs,19537.5,41.1,36.9,46.8,35.2,29.8,35.6,23.6,23.3,27.5,8036.6,7206.5,9151,6881.4,5826.9,6956.5,4619.6,4559.6,5374.5
Eswatini,Skin and subcutaneous diseases,YLDs,1567.7,-1.2,-9.6,5.3,94.5,108.9,77.6,6.8,0.7,17.1,-19.1,-150.9,83.4,1480.8,1216.3,1707.4,106,11.2,268
Eswatini,Musculoskeletal disorders,YLDs,5198.8,42.2,38.4,46.1,58.1,56.7,61.2,-0.3,-2.8,0.3,2194.5,1997.3,2397.3,3021.9,2947,3183.5,-17.7,-145.6,18
Eswatini,Injuries,YLDs,24205.4,52.7,48.4,59.3,-41,-21.3,-35.1,88.3,72.9,75.8,12755.9,11719,14351.7,-9913.2,-5148.3,-8490.7,21362.7,17634.7,18344.4
Eswatini,Transport injuries,YLDs,11191.3,62.1,55.1,74.1,-3.6,-21.4,1.6,41.5,43.3,47.2,6944.5,6164.1,8295.9,-400,-2391.8,183.4,4646.8,4843.8,5287.2
Eswatini,Self-harm and interpersonal violence,YLDs,9670.2,29.3,-119.6,203.4,-472.7,-2940.6,8548.9,543.4,-8652.4,3160.2,2833.1,-11565.1,19673.1,-45709.4,-284363,826701.6,52546.5,-836704.5,305598.3
Eswatini,Unintentional injuries,YLDs,3343.9,49.4,47,53.5,-10.2,-17.1,-7.6,60.8,60.6,63.7,1652.2,1571.4,1788.3,-340.7,-254.4,-573.1,2032.5,2027,2128.7
Eswatini,Sense organ diseases,YLDs,2419.7,41.4,39.9,42.7,55.5,51.6,59.5,3.1,0.6,5.7,1002.6,1033.7,965.4,1342.3,1248.8,1439.9,74.9,137.3,14.4
Zimbabwe,All causes,YLDs,2075691.4,123.3,259.6,90.9,-159.2,-131.1,-380.6,135.8,140.2,221,2560198.9,1887749.7,5388586,-3303507.1,-2721169.3,-7900332,2818999.7,2909111.1,4587437.5
Zimbabwe,"Communicable, maternal, neonatal, and nutritional diseases",YLDs,726729,60.8,53.1,76.2,-39.1,-24.2,-57,78.3,71.2,80.8,441534.2,385742.2,553652,-283986.3,-176116.1,-414357.9,569181.1,517102.9,587434.9
Zimbabwe,HIV/AIDS and sexually transmitted infections,YLDs,374999.1,42.9,40.1,49,-4.1,-22.9,1.4,61.2,58.5,73.8,160828.8,150358.6,183895.1,-15509.2,-85733.9,5080.2,229679.5,219560.2,276837.8
Zimbabwe,Respiratory infections and tuberculosis,YLDs,412243.2,-235.3,-3531.2,3520.3,322.7,-4044.1,4005.6,12.5,-374.4,623.8,-969838.8,-14557192.9,14512126.9,1330350.3,-16671585.8,16513016.1,51731.7,-1543579.9,2571702.1
Zimbabwe,Enteric infections,YLDs,40875.3,53.1,51.8,55.7,-19.3,-18.3,-53.3,66.2,66.6,97.6,21696.1,21160.2,22780.2,-7879.7,-21785.7,-7490,27058.9,27205.1,39880.8
Zimbabwe,Neglected tropical diseases and malaria,YLDs,-143277.9,28,25.2,30.1,-10.4,-10,-6.5,82.4,76.4,84.8,-40179,-36104.5,-43124.3,14913.3,14311.7,9337.6,-118012.3,-109491.3,-121485.2
Zimbabwe,Maternal and neonatal disorders,YLDs,172941.2,-40,-10.3,-89.3,126.4,269.6,71.6,13.6,-80.3,38.8,-69174.9,-154449.6,-17861,218606.7,123781.2,466210,23509.4,-138819.2,67021
Zimbabwe,Nutritional deficiencies,YLDs,60075.4,-64,-131,-33.1,159.9,125.6,317,4,-86,7.5,-38422.1,-19903.1,-78680.9,96090.2,190411.3,75457.3,2407.3,-51655.1,4521.2
Zimbabwe,Non-communicable diseases,YLDs,1072419.5,8.7,14.5,3.3,73.8,76.2,84.4,17.5,12.2,9.4,93763.4,155086.7,35813,791046.4,816677.9,905580,187609.8,100654.9,131026.5
Zimbabwe,Neoplasms,YLDs,200298.3,-23.6,-6.1,-67.5,121,159.1,91.5,2.6,14.6,8.3,-47257.7,-12264.9,-135103.7,242410.4,183348.6,318733.4,5145.6,16668.6,29214.6
Zimbabwe,Cardiovascular diseases,YLDs,243285,2.5,-4.3,11.1,82,76.3,77.6,15.5,12.6,26.8,6066.7,-10544.2,27033,199510.7,185529.1,188704.9,37707.6,30722.9,65124.3
Zimbabwe,Chronic respiratory diseases,YLDs,45718.7,24.1,17.4,29.3,69.8,64.5,81.7,6,0.9,6.2,11039.9,13410.4,7943.3,31927.4,29474,37348.2,2751.4,2834.3,427.1
Zimbabwe,Digestive diseases,YLDs,75713.7,20.7,13.4,26.6,78.5,73.3,92.9,0.8,-6.3,0,15647.5,10130.4,20154.5,59468.2,55527.9,70359.4,598.1,-4776,31.3
Zimbabwe,Neurological disorders,YLDs,60287.3,14.6,10.3,18.7,75.3,69.6,75.4,10,11.8,14.4,8816.3,11249.3,6182.8,45420.9,41934.3,45447.1,6050.1,7103.6,8657.4
Zimbabwe,Mental disorders,YLDs,67349.2,19.7,14.9,23.5,78.2,73.8,82.9,2.2,2.2,2.8,13236.1,10040.4,15801.2,52643.5,49681.3,55859.5,1469.6,1449.4,1866.8
Zimbabwe,Substance use disorders,YLDs,17841.4,32.8,27.2,37,70.5,66.2,75.4,-3.3,-2.5,-3.3,5846.5,4847,6609.8,12583.2,11812.5,13448.3,-588.3,-453.9,-580.9
Zimbabwe,Diabetes and kidney diseases,YLDs,132758.8,-63.5,-1130.9,1433.6,59.1,-154.6,433.5,104.3,-1179,797.4,-84245,-1501361.6,1903228.3,78479,-205185.3,575549.2,138524.8,-1565284.3,1058571.2
Zimbabwe,Skin and subcutaneous diseases,YLDs,21712.6,-1.3,-5.8,3.5,94.5,80.9,99.3,6.7,15.6,6.5,-272.8,-1250.7,766.2,20527.2,17564.9,21551.4,1458.1,1411.9,3381.4
Zimbabwe,Musculoskeletal disorders,YLDs,63237,25.9,20.3,30.9,64.7,61.5,69.2,9.4,10.4,7.6,16380.1,12842.3,19555.3,40897.5,38895.1,43788.2,5959.4,4786.7,6606.5
Zimbabwe,Injuries,YLDs,276542.9,5.8,1,10.2,71.2,61.5,79.1,23,19.9,28.3,16124.1,2641.3,28211.2,196842.6,170132.8,218794.8,63576.2,55106.8,78198.9
Zimbabwe,Transport injuries,YLDs,42810,30.3,27.6,32.5,73.3,69,80.2,-3.6,-1.5,-7.8,12989.2,11824.8,13922.3,31383.3,29539.7,34316.2,-1562.5,-3331,-651.9
Zimbabwe,Self-harm and interpersonal violence,YLDs,105690,-21.7,-44.7,-8.4,89.7,105.4,81.9,31.9,26.5,39.3,-22910.6,-47242.7,-8898.8,94847.3,111352,86609.1,33753.4,27979.7,41580.7
Zimbabwe,Unintentional injuries,YLDs,128042.9,-6.1,-0.9,-10.7,65.8,61.2,67.5,40.3,39.7,43.2,-7831.5,-1207.8,-13689.5,84285.8,78393.7,86398.1,51588.5,50857,55334.2
Zimbabwe,Sense organ diseases,YLDs,28445,30.4,25.6,34,73.4,64,84.6,-3.8,-10.2,2,8636.8,7294,9664.6,20878.4,18200.9,24066.3,-1070.2,-2915.2,579.5
Benin,All causes,YLDs,1646588.6,70.1,64.8,86.4,-135.2,-254.5,-93.7,165.1,128.9,268.2,1154200.9,1067415.6,1421897,-2226086.7,-1542703.4,-4190792.2,2718474.4,2121876.4,4415483.8
Benin,"Communicable, maternal, neonatal, and nutritional diseases",YLDs,470197,51.6,50.5,54.2,-53.5,-62.4,-86.2,101.9,111.9,131.9,242561.5,237448.8,254940.6,-251469.4,-293170.4,-405114.8,479105,525918.6,620371.2
Benin,HIV/AIDS and sexually transmitted infections,YLDs,116623.2,-34.9,-20.5,-54.2,66,61.3,74.1,68.8,59.1,80.1,-40649.8,-23891.1,-63199.3,77001.4,71534.7,86392.7,80271.6,68979.6,93429.9
Benin,Respiratory infections and tuberculosis,YLDs,-70615,40.7,39.2,41.9,-47.1,-39.5,-83.2,106.4,143.9,97.7,-28774.3,-27701.3,-29564.3,33276.8,27922,58726.4,-75117.4,-101640.1,-68972.7
Benin,Enteric infections,YLDs,-123554.3,37.2,35.2,38.4,-29.2,-16.5,-53.1,92.1,117.9,78,-45950.6,-43464.5,-47454.3,36129.9,20331.5,65600.2,-113733.6,-145690.1,-96431.6
Benin,Neglected tropical diseases and malaria,YLDs,487183.5,-42.5,-25.1,-56.9,204.9,186,232.3,-62.5,-60.9,-75.5,-206991.2,-122167.7,-277059.1,998470.6,1131830.7,906001.4,-304296,-296650.2,-367588.1
Benin,Maternal and neonatal disorders,YLDs,425163.1,220.1,-432.5,687.1,-510.6,-2087.8,1741.3,390.6,-1208.8,1500.7,935608.9,-1838885.9,2921396.7,-2170971.9,-8876741.8,7403429,1660526.1,-5139379.9,6380508.3
Benin,Nutritional deficiencies,YLDs,-99982.3,32.8,30.2,34.2,-13.7,-33.2,-4.3,80.9,103.1,70.1,-32754.9,-30160.4,-34231.6,13679.2,33235.3,4324,-80906.6,-103057.3,-70074.7
Benin,Non-communicable diseases,YLDs,992621.7,-21.5,-12.4,-30,168.3,155.2,187.3,-46.9,-42.8,-57.3,-212996.1,-123161.8,-297347.4,1670763,1540379.4,1859224.2,-465145.2,-424595.9,-569255.1
Benin,Neoplasms,YLDs,102913.5,-1.8,-4.9,1.4,101.9,104.1,99.6,-0.1,-1,0.8,-1902.9,-5073.4,1390.7,104869,102504.7,107162,-52.5,-981.9,824.9
Benin,Cardiovascular diseases,YLDs,153612.3,-19.2,-31.4,-9.2,161.5,151.7,203.2,-42.3,-42.6,-71.9,-29462.4,-14068.8,-48201.4,248119,233100.7,312199.3,-65044.2,-110385.6,-65419.6
Benin,Chronic respiratory diseases,YLDs,37283.3,-23.7,-49.5,-7.6,238.7,196.4,299,-115,-149.6,-88.7,-8828.3,-18447.3,-2843.3,89000.8,111490.5,73214.6,-42889.1,-33087.9,-55759.8
Benin,Digestive diseases,YLDs,70194.7,-18.2,-31.9,-6.6,212.9,181.5,241.8,-94.7,-109.9,-74.9,-12802.8,-22357.5,-4625.4,149438.4,127391.2,169722.7,-66440.9,-52571.1,-77170.5
Benin,Neurological disorders,YLDs,80709.2,0.3,-1.3,2.3,102.8,102,105.6,-3.1,-4.3,-4.4,232.3,-1064,1890.2,82979.9,82358.7,85209.9,-2503,-3436.7,-3539.7
Benin,Mental disorders,YLDs,105892.5,6.5,4.5,8.6,91.1,90.6,92.9,2.4,0.8,2.6,6915.3,4807.9,9114.1,96433.9,95904.1,98352.6,2543.2,2731.9,874.3
Benin,Substance use disorders,YLDs,11060.5,4.9,2.9,7.3,84.8,84,85.6,10.3,13.1,7.2,539.8,323.9,802.2,9380.5,9289.9,9464.7,1140.2,1446.6,793.6
Benin,Diabetes and kidney diseases,YLDs,76221,-3.9,-1.9,-5.7,99.1,93.5,99.7,4.7,6,8.4,-2934.5,-1449.2,-4379.7,75564.4,71282.6,76019.4,3591.1,4581.2,6387.5
Benin,Skin and subcutaneous diseases,YLDs,37822.9,-3.2,-1.8,-4,104.6,106.7,99.8,-1.4,-2.6,2,-1199.2,-1518.8,-683.6,39569,37762.1,40339.4,-546.9,-997.7,744.4
Benin,Musculoskeletal disorders,YLDs,67707.3,4.5,2.4,6.8,88.6,87.7,90.9,6.8,5.5,6.6,3058,1650.9,4623.1,60014.4,59352.3,61571,4634.9,3731.9,4485.4
Benin,Injuries,YLDs,183769.9,-95.9,-303.8,-32.4,454.6,1018,272.3,-258.7,-139.9,-614.2,-176187,-558313.3,-59529.2,835380.8,1870774.2,500445,-475423.9,-1128690.9,-257145.9
Benin,Transport injuries,YLDs,63423.5,-50,-108.6,-21.6,335.1,236.9,498.2,-185.1,-115.3,-289.6,-31710.3,-13687.7,-68880.9,212536.4,150240.1,315976.9,-117402.6,-183672.5,-73128.8
Benin,Self-harm and interpersonal violence,YLDs,61259.4,2.9,1.3,4.6,89.2,87.1,87.5,8,11.6,8,1746.6,2796.1,792.5,54620.6,53331.6,53577.7,4892.2,4885.5,7135.3
Benin,Unintentional injuries,YLDs,59087,134.7,-143.3,470.2,-356.8,-1927.8,849.7,322.1,-606.4,1557.6,79566.6,-84667.4,277850.1,-210802.5,-1139096,502067.7,190323,-358313.3,920332.9
Benin,Sense organ diseases,YLDs,38795.2,-1.5,-3.1,0.3,94.5,101.1,94.8,7,2,4.9,-593.9,-1220.6,125.6,36678.1,36779.6,39235.7,2711,1889.9,780
Burkina Faso,All causes,YLDs,2837738.4,87.2,-155,266,-273.4,-1576.8,1470.5,286.2,-1215.5,1410.8,2474942.2,-4398160.3,7548729.5,-7757424.1,-44746415.7,41730000.3,8120220.4,-34494101.6,40035424.6
Burkina Faso,"Communicable, maternal, neonatal, and nutritional diseases",YLDs,16595.8,48.1,45.6,58.2,-62.8,-468.8,-709.7,114.6,510.6,764.1,7987.4,7564.3,9655.5,-10418.4,-117779.3,-77794.3,19026.8,126810.8,84734.5
Burkina Faso,HIV/AIDS and sexually transmitted infections,YLDs,-551829,88,-425.1,721.6,226.2,-1866.1,2761.6,-214.1,-3383.2,2391.3,-485531.1,-3981921.4,2346033.6,-1248010.5,-15239275.8,10297755.5,1181712.5,-13195618,18669368.2
Burkina Faso,Respiratory infections and tuberculosis,YLDs,432999.8,81.6,-59,207.2,-199.5,-1112.8,721.7,217.9,-562.7,1005.6,353222.6,-255284.1,897039.8,-863929.3,-4818215,3124897.6,943706.5,-2436613.7,4354175.1
Burkina Faso,Enteric infections,YLDs,-494515.4,33.9,21.4,36.9,-41.7,-15.1,-166.7,107.8,245.3,78.2,-167882.9,-106072.7,-182560.7,206329.7,74896.7,824434.5,-532962.2,-1212877.2,-386851.4
Burkina Faso,Neglected tropical diseases and malaria,YLDs,410540.5,99.3,-214.8,297.1,-324.8,-1741,2081.7,325.5,-1766.8,1543.9,407673,-881957.9,1219789.3,-1333299.8,-7147528.7,8546071.1,1336167.3,-7253572.7,6338279.9
Burkina Faso,Maternal and neonatal disorders,YLDs,680116.4,-64.3,-1826.7,2328.8,403.6,-5129.2,3844.3,-239.3,-1917.6,2900.3,-437373.4,-12423632,15838760.2,2744813.3,-34884247.9,26145667.9,-1627323.4,-13041919.5,19725604.1
Burkina Faso,Nutritional deficiencies,YLDs,224129.6,-54.5,-1182.7,850.2,272.7,-2261.1,3333.5,-118.2,-2050.8,1510.9,-122161.7,-2650815.2,1905647.6,611159.6,-5067872.3,7471342.3,-264868.4,-4596397.5,3386354.2
Burkina Faso,Non-communicable diseases,YLDs,2265535.9,-6.5,-1.3,-10.6,115,106.6,119.1,-8.5,-5.3,-8.4,-146157.2,-241218.2,-29306.1,2604314.7,2415300.2,2697563.7,-192621.6,-120458.3,-190809.7
Burkina Faso,Neoplasms,YLDs,202492.5,-2.3,-5.5,1,87.4,92,94.7,14.9,10.8,7,-4722.7,-11216.6,2037.8,177071.6,186368,191827.1,30143.6,14086.7,21881.9
Burkina Faso,Cardiovascular diseases,YLDs,345946.3,-2.9,-6.7,0.7,90.6,89.4,95.1,12.2,11.6,9.9,-9909.8,-23184,2474.3,313578.4,309278.1,329117.7,42277.7,34193.9,40012.6
Burkina Faso,Chronic respiratory diseases,YLDs,67250.6,-22.2,-35.9,-9.3,165.9,137.1,193,-43.8,-27.8,-57.1,-14899.4,-24152.1,-6249,111602.2,129792.2,92181.4,-29452.3,-18681.8,-38389.6
Burkina Faso,Digestive diseases,YLDs,133313.2,-26.3,-11.4,-42.4,194.6,157,220.2,-68.4,-45.6,-77.8,-35005.2,-15248.6,-56555.3,259455.1,209328.1,293598.6,-91136.7,-103730.1,-60766.3
Burkina Faso,Neurological disorders,YLDs,136776.8,2.6,0.4,5.4,95.3,89.1,98,2,1.6,5.4,3613.6,569.9,7443.6,130376,121902.9,133994,2787.2,2212.8,7430.2
Burkina Faso,Mental disorders,YLDs,171949.8,6.2,3,9.6,93.4,88.2,96.4,0.4,0.6,2.2,10675,16520.6,5221.4,160598,151651.3,165728.3,676.9,1000.1,3777.9
Burkina Faso,Substance use disorders,YLDs,18174.6,2.4,-0.3,5.9,85.6,84.8,86.9,12,13.4,9.3,434.8,-51.7,1076.5,15566.1,15408,15785.1,2173.7,1690,2441.2
Burkina Faso,Diabetes and kidney diseases,YLDs,141054,-4.1,-1.5,-6.5,89,91.8,92.2,15,14.3,9.6,-5736.5,-2062.9,-9109,125587.9,129510.1,130007.2,21202.6,13606.8,20155.8
Burkina Faso,Skin and subcutaneous diseases,YLDs,65618.4,-0.4,-1.7,1.5,90.6,91,97.7,9.8,4,7.5,-274.2,-1121.6,955.7,59448.8,59715.6,64108,6443.9,2632,4947.1
Burkina Faso,Musculoskeletal disorders,YLDs,114640.6,2.2,-1,5.6,89.3,87.1,94.6,8.5,6.4,7.3,2558.9,-1101.3,6366.9,102364.6,108413.2,99873.9,9717.2,7328.8,8399.8
Burkina Faso,Injuries,YLDs,555606.7,-13.4,-1.1,-23.2,134,116.8,144.5,-20.6,-15.7,-21.3,-74335.6,-128924.1,-6216.9,744264.5,649092.9,803067.5,-114322.1,-118536.7,-87269.3
Burkina Faso,Transport injuries,YLDs,195720,-8.6,-17.4,1.7,131.7,115.7,138.4,-23.1,-17.4,-21.1,-16862.5,-34023.4,3353.8,257754.7,226364,270952.5,-45172.2,-33997.9,-41209.1
Burkina Faso,Self-harm and interpersonal violence,YLDs,180943.2,-3.4,-1,-5.3,75.4,74.3,77.2,27.9,23.8,31,-6068.9,-1811.8,-9565,136457.7,134367.8,139698.8,50554.4,43056.2,56140.4
Burkina Faso,Unintentional injuries,YLDs,178943.6,-30.5,-2.1,-67.1,213.5,133.8,258,-83,-31.7,-90.9,-54617,-120071.8,-3743.2,382120.2,239432.7,461749.7,-148559.6,-162734.3,-56745.9
Burkina Faso,Sense organ diseases,YLDs,72327.6,1,-0.8,2.8,86.8,80.5,90.2,12.2,10.6,16.7,744.6,-586.5,2053.3,62787.1,58197.5,65253.4,8796,12076.8,7660.7
Cameroon,All causes,YLDs,5137570.5,81.1,75.8,93.9,-112.6,-160.7,-82.4,131.5,106.6,166.9,4168608.5,3894939,4823001.7,-5787235,-4235072.6,-8258580.1,6756197,5477704.1,8573148.8
Cameroon,"Communicable, maternal, neonatal, and nutritional diseases",YLDs,1922276.3,56,54.2,59.6,-37.6,-39.6,-55.4,81.6,85.4,95.8,1076392.7,1042096.9,1145008,-723340,-1064533.1,-761347.1,1569223.6,1641526.6,1841801.4
Cameroon,HIV/AIDS and sexually transmitted infections,YLDs,1130825.2,-187.5,-2697.6,988.9,168.3,-594.4,1658.8,119.2,-294.5,1138.8,-2120743.5,-30505085.1,11183282.8,1903525.1,-6721741.9,18758564.1,1348043.7,-3330715.7,12877346.2
Cameroon,Respiratory infections and tuberculosis,YLDs,333068.5,68.4,65.1,75.7,-78.1,-100.1,-73,109.7,107.9,124.4,227686,216784.5,252056.9,-260147.2,-243020.4,-333369.4,365529.8,359304.5,414381
Cameroon,Enteric infections,YLDs,-147354.4,43.6,42.4,44.9,-11,-21.6,-5.9,67.4,61,79.2,-64297.3,-62449.2,-66146.9,16257.2,31820.3,8734.8,-99314.2,-116725.5,-89942.3
Cameroon,Neglected tropical diseases and malaria,YLDs,736432.2,-51.9,-34.9,-72.1,229.2,195.9,288,-77.4,-115.8,-61,-381897,-256928.6,-531223.5,1688251.7,1442440.6,2120694.5,-569922.5,-449079.8,-853038.8
Cameroon,Maternal and neonatal disorders,YLDs,482798.3,89.2,113.6,81.5,-98.6,-118.9,-89.2,109.4,105.3,107.7,430481.7,393470.3,548648.5,-475816.2,-430864.3,-574067.6,528132.8,508217.5,520192.3
Cameroon,Nutritional deficiencies,YLDs,37943.2,49,47.7,51.8,-18.9,-21.1,-61,69.9,109.2,73.4,18589.4,18087.3,19639.7,-7182.2,-23137.9,-8011.8,26535.9,27867.6,41441.3
Cameroon,Non-communicable diseases,YLDs,2620379.1,-5,-1.5,-8.3,112.1,112.1,116.3,-7.1,-10.6,-8,-131170.1,-218092.4,-39778.2,2937868.8,2937038.7,3047109,-186319.6,-208637.6,-276881.4
Cameroon,Neoplasms,YLDs,302705.3,0.6,-2,3.3,90.7,84.4,94,8.7,12.3,8.1,1700.3,-6168.7,9954.4,274637,255449.4,284422.7,26368,24451.3,37301.5
Cameroon,Cardiovascular diseases,YLDs,461464,-3.3,-7.6,1.1,116.9,104.6,108,-13.6,-0.4,-5.7,-15032.3,-34889.5,5299.6,539316.3,482680.6,498154.6,-62820,-1801,-26516.2
Cameroon,Chronic respiratory diseases,YLDs,95131.9,-3.9,-20.6,6.7,167,144.1,210.7,-63.1,-50.8,-90.2,-3688.9,-19559.9,6409.6,158870.5,137088.1,200481.6,-60049.6,-48365.8,-85789.8
Cameroon,Digestive diseases,YLDs,155598.9,-6,-18.3,3.5,165.6,146.6,192.6,-59.7,-50.1,-74.3,-9265.9,-28461,5411,257704.8,228166.2,299624,-92840,-115564.1,-77978.3
Cameroon,Neurological disorders,YLDs,212032.4,4.1,2.1,6.2,92.4,91.3,94.4,3.5,2.5,3.5,8648.3,13091.9,4468.4,195971.8,193615.9,200158.3,7412.3,5324.6,7405.7
Cameroon,Mental disorders,YLDs,272980.3,7.8,10.2,5.5,88.3,87.7,92,3.9,2.2,2.5,21329.9,15148.4,27776.9,240967.2,239325.7,251100.5,10683.2,5877.7,6731.4
Cameroon,Substance use disorders,YLDs,42189.9,4.6,2.3,7.4,84.1,82.6,83.8,11.3,15.1,8.8,1935.1,3112.3,989.3,35501.8,34836.3,35351.5,4753,3726,6364.3
Cameroon,Diabetes and kidney diseases,YLDs,251286.8,0,-1.5,1.9,86.2,87.2,89.2,13.7,10.8,12.3,93,-3683.9,4880.6,216674.6,219228.8,224065.7,34519.2,27177.4,30905.1
Cameroon,Skin and subcutaneous diseases,YLDs,90381.9,-2,-0.2,-3.1,100.4,104,97.2,1.6,-0.9,3,-1770.5,-183,-2781,90706.8,87883.4,94013.7,1445.6,-850.8,2681.4
Cameroon,Musculoskeletal disorders,YLDs,183965.2,5.5,3,8.3,88,86.2,91.2,6.5,5.5,5.9,10175.6,15309.3,5432.5,161902.1,158608.7,167696.1,11887.4,10047.2,10836.5
Cameroon,Injuries,YLDs,594915.1,-13.5,-17.2,-8.3,134.1,125.1,142.4,-20.6,-16.9,-25.2,-80120.9,-102070.2,-49245.7,797527.6,744488,846891.8,-122491.6,-100327.2,-149906.6
Cameroon,Transport injuries,YLDs,266549.9,-6.2,-2.8,-9.1,127.9,115.9,123.7,-21.7,-13.1,-14.6,-16462.2,-24326.9,-7469.8,340799.8,308987.9,329791.4,-57787.7,-34968.2,-38914.6
Cameroon,Self-harm and interpersonal violence,YLDs,167324.7,2.9,1.4,4.6,72.5,70.3,71.6,24.6,23.8,28.4,4885.6,2272.5,7768.5,121353.4,117612.2,119722.6,41085.7,39833.5,47440
Cameroon,Unintentional injuries,YLDs,161040.5,-72.3,-108,-40.1,278.2,224.8,363.1,-105.9,-155.1,-84.7,-116380.3,-173934.5,-64595.6,447963.2,362002.9,584789.7,-170542.4,-136366.8,-249814.7
Cameroon,Sense organ diseases,YLDs,83581.5,1.8,-1.3,5,107.5,102.4,106.4,-9.3,-5.1,-7.3,1528.3,-1100.5,4150.6,89827,85561.7,88929.3,-7773.9,-4247.3,-6130.8
Cabo Verde,All causes,YLDs,2678.9,35.5,34.6,36.3,13.1,14,14.3,51.4,49.7,51.1,951.9,925.7,973.4,350.5,374.6,383.7,1376.5,1330.9,1369.5
Cabo Verde,"Communicable, maternal, neonatal, and nutritional diseases",YLDs,-47803.2,33.8,33.2,34.4,22.2,21.6,22.3,44,43.3,45.1,-16172.3,-15880.6,-16425.4,-10605.8,-10342.2,-10657.4,-21025.1,-20720.4,-21580.4
Cabo Verde,HIV/AIDS and sexually transmitted infections,YLDs,817.5,34.6,31.2,37,-8.9,-15.2,-9.3,74.3,78.1,78.3,282.9,255,302.3,-72.7,-124.6,-75.9,607.4,638.5,639.8
Cabo Verde,Respiratory infections and tuberculosis,YLDs,-5022.1,32.3,31.2,33.1,15.5,13.6,16.4,52.1,50.5,55.2,-1623.8,-1566.9,-1660.5,-779.3,-684,-825.1,-2618.9,-2536.4,-2771.2
Cabo Verde,Enteric infections,YLDs,-20586.9,32.3,31.8,32.7,24.7,23.4,25.3,43,42,44.9,-6642.5,-6537.8,-6730.6,-5093.4,-4810,-5201.2,-8851.1,-8655.1,-9239.2
Cabo Verde,Neglected tropical diseases and malaria,YLDs,466.1,23.6,22.5,24.4,48.9,46.2,53.8,27.4,23.7,29.4,110.2,104.7,113.6,228,215.5,250.8,127.9,110.6,137.1
Cabo Verde,Maternal and neonatal disorders,YLDs,-6199.4,42,40,44.6,15.2,13.9,14.4,42.8,41,46.1,-2604,-2478.6,-2766.9,-939.3,-861.8,-889.9,-2656,-2542.6,-2858.9
Cabo Verde,Nutritional deficiencies,YLDs,-3480,34.9,34.5,35.3,21.1,19.7,20.7,44,44,45.9,-1215,-1199.3,-1228.2,-732.6,-683.9,-719.5,-1532.4,-1532.3,-1596.8
Cabo Verde,Non-communicable diseases,YLDs,42728.7,19.7,13.3,24.5,91.8,114,90.7,-11.6,-15.2,-27.3,8437.6,10452.3,5701.3,39243.1,38750.6,48703.4,-4952,-11676,-6474.2
Cabo Verde,Neoplasms,YLDs,10441.2,8.9,-0.4,14.1,58,50.9,66.9,33.1,33.4,35,933,-37.8,1476.9,6054.9,5310.4,6987.1,3453.3,3491.9,3653.9
Cabo Verde,Cardiovascular diseases,YLDs,9263.8,26,23,29.2,68.9,59.9,76.1,5.1,0.9,10.9,2412.9,2129.3,2703.2,6380.1,5548.9,7049.5,470.8,1011.7,85
Cabo Verde,Chronic respiratory diseases,YLDs,-264.6,41.9,41.3,42.5,56.1,59.2,67.9,2,-0.6,-10.4,-110.8,-109.4,-112.4,-148.6,-156.7,-179.6,-5.2,1.5,27.4
Cabo Verde,Digestive diseases,YLDs,2007.2,42.1,40.7,43.8,60.1,61.4,62.1,-2.2,-2,-5.9,845.5,816,879.7,1206.6,1231.4,1245.8,-44.9,-118.3,-40.2
Cabo Verde,Neurological disorders,YLDs,3499.2,18.6,13.9,22.1,79.4,67.1,89,2,-2.9,10.8,652.5,485.1,773.2,2777,2349.5,3113.9,69.8,-99.8,376.6
Cabo Verde,Mental disorders,YLDs,4883.2,27.9,24,30.3,77.5,70.8,89.1,-5.4,-1,-13.1,1364.3,1174,1478.1,3785,3455,4349.2,-266.1,-49.9,-639.9
Cabo Verde,Substance use disorders,YLDs,924.9,56.2,-134.4,197.5,0.8,-1055.3,462.2,43,-227.7,957.8,519.6,-1243.4,1826.6,7.4,-9760.3,4274.5,397.9,-2106.3,8858.6
Cabo Verde,Diabetes and kidney diseases,YLDs,5176.8,-43.5,-326.6,273.6,55.3,-6.5,127.5,88.2,-167.2,299.1,-2252.9,-16908.4,14165.6,2865.3,-334.9,6599,4564.4,-8653.9,15486.3
Cabo Verde,Skin and subcutaneous diseases,YLDs,841.9,-12.8,-1.6,-34.2,108.6,146.1,87.1,4.2,-11.9,14.5,-108,-13.4,-288.2,914.5,1230.4,733.6,35.4,-100.3,121.8
Cabo Verde,Musculoskeletal disorders,YLDs,3874.3,35.1,31.8,37.9,68.3,63.9,68.5,-3.4,-0.3,-1.8,1360.4,1230.5,1468.7,2646.9,2475.2,2654,-133,-10.2,-69.7
